team,team_id,mascot,nickname,abbreviation,display_name,short_name,logo,logo_dark,lng,lat,conference
Richmond,257,Spiders,Richmond,RICH,Richmond Spiders,Richmond,https://a.espncdn.com/i/teamlogos/ncaa/500/257.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/257.png,-77.53823,37.57557,Atlantic 10 Conference
VCU,2670,Rams,VCU,VCU,VCU Rams,VCU,https://a.espncdn.com/i/teamlogos/ncaa/500/2670.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2670.png,-77.53823,37.57557,Atlantic 10 Conference
Washington State,265,Cougars,Washington St,WSU,Washington State Cougars,Washington St,https://a.espncdn.com/i/teamlogos/ncaa/500/265.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/265.png,-77.47394,38.3008,Pac-12 Conference
East Carolina,151,Pirates,East Carolina,ECU,East Carolina Pirates,East Carolina,https://a.espncdn.com/i/teamlogos/ncaa/500/151.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/151.png,-77.3672,35.5974,American Athletic Conference
George Mason,2244,Patriots,George Mason,GMU,George Mason Patriots,George Mason,https://a.espncdn.com/i/teamlogos/ncaa/500/2244.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2244.png,-77.30794,38.83088,Atlantic 10 Conference
American,44,Eagles,American,AMER,American Eagles,American,https://a.espncdn.com/i/teamlogos/ncaa/500/44.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/44.png,-77.03637,38.89511,Patriot League
George Washington,45,Colonials,G Washington,GW,George Washington Colonials,G Washington,https://a.espncdn.com/i/teamlogos/ncaa/500/45.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/45.png,-77.03637,38.89511,Atlantic 10 Conference
Georgetown,46,Hoyas,Georgetown,GTWN,Georgetown Hoyas,Georgetown,https://a.espncdn.com/i/teamlogos/ncaa/500/46.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/46.png,-77.03637,38.89511,Big East Conference[h]
Howard,47,Bison,Howard,HOW,Howard Bison,Howard,https://a.espncdn.com/i/teamlogos/ncaa/500/47.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/47.png,-77.03637,38.89511,Mid-Eastern Athletic Conference
Maryland,120,Terrapins,Maryland,MD,Maryland Terrapins,Maryland,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/120.png,-76.9397,38.98861,Big Ten Conference
Bucknell,2083,Bison,Bucknell,BUCK,Bucknell Bison,Bucknell,https://a.espncdn.com/i/teamlogos/ncaa/500/2083.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2083.png,-76.88413,40.95536,Patriot League
Coppin State,2154,Eagles,Coppin State,COPP,Coppin State Eagles,Coppin State,https://a.espncdn.com/i/teamlogos/ncaa/500/2154.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2154.png,-76.71168,39.25543,Mid-Eastern Athletic Conference
Loyola (MD),2352,Greyhounds,Loyola (MD),L-MD,Loyola (MD) Greyhounds,Loyola (MD),https://a.espncdn.com/i/teamlogos/ncaa/500/2352.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2352.png,-76.71168,39.25543,Patriot League
Morgan St,2415,Bears,Morgan State,MORG,Morgan St Bears,Morgan State,https://a.espncdn.com/i/teamlogos/ncaa/500/2415.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2415.png,-76.71168,39.25543,Mid-Eastern Athletic Conference
UMBC,2378,Retrievers,UMBC,UMBC,UMBC Retrievers,UMBC,https://a.espncdn.com/i/teamlogos/ncaa/500/2378.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2378.png,-76.71168,39.25543,America East Conference
William & Mary,2729,Tribe,William & Mary,W&M,William & Mary Tribe,William & Mary,https://a.espncdn.com/i/teamlogos/ncaa/500/2729.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2729.png,-76.70746,37.2707,Colonial Athletic Association
Towson,119,Tigers,Towson,TOW,Towson Tigers,Towson,https://a.espncdn.com/i/teamlogos/ncaa/500/119.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/119.png,-76.60608,39.39243,Colonial Athletic Association
Navy,2426,Midshipmen,Navy,NAVY,Navy Midshipmen,Navy,https://a.espncdn.com/i/teamlogos/ncaa/500/2426.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2426.png,-76.50184,38.98729,Patriot League[w]
Cornell,172,Big Red,Cornell,COR,Cornell Big Red,Cornell,https://a.espncdn.com/i/teamlogos/ncaa/500/172.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/172.png,-76.483,42.44702,Ivy League
Norfolk State,2450,Spartans,Norfolk State,NORF,Norfolk State Spartans,Norfolk State,https://a.espncdn.com/i/teamlogos/ncaa/500/2450.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2450.png,-76.45339,36.8074,Mid-Eastern Athletic Conference
Old Dominion,295,Monarchs,Old Dominion,ODU,Old Dominion Monarchs,Old Dominion,https://a.espncdn.com/i/teamlogos/ncaa/500/295.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/295.png,-76.45339,36.8074,Conference USA
Hampton,2261,Pirates,Hampton,HAMP,Hampton Pirates,Hampton,https://a.espncdn.com/i/teamlogos/ncaa/500/2261.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2261.png,-76.34967,36.97515,Big South Conference
Syracuse,183,Orange,Syracuse,SYR,Syracuse Orange,Syracuse,https://a.espncdn.com/i/teamlogos/ncaa/500/183.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/183.png,-76.14742,43.04812,Atlantic Coast Conference
Binghamton,2066,Bearcats,Binghamton,BING,Binghamton Bearcats,Binghamton,https://a.espncdn.com/i/teamlogos/ncaa/500/2066.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2066.png,-75.96825,42.0898,America East Conference
Delaware,48,Blue Hens,Delaware,DEL,Delaware Blue Hens,Delaware,https://a.espncdn.com/i/teamlogos/ncaa/500/48.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/48.png,-75.75299,39.67956,Colonial Athletic Association
Maryland Eastern Shore,2379,Hawks,Maryland ES,MES,Maryland ES,Maryland ES,https://a.espncdn.com/i/teamlogos/ncaa/500/2379.png,https://a.espncdn.com/i/teamlogos/ncaa/500/2379.png,-75.68607,38.20746,Mid-Eastern Athletic Conference
Pennsylvania,219,Quakers,Penn,PENN,Pennsylvania Quakers,Penn,https://a.espncdn.com/i/teamlogos/ncaa/500/219.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/219.png,-75.5325,39.9307,Ivy League
Delaware State,2169,Hornets,Delaware State,DSU,Delaware State Hornets,Delaware State,https://a.espncdn.com/i/teamlogos/ncaa/500/2169.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2169.png,-75.52437,39.15817,Mid-Eastern Athletic Conference
Lehigh,2329,Mountain Hawks,Lehigh,LEH,Lehigh Mountain Hawks,Lehigh,https://a.espncdn.com/i/teamlogos/ncaa/500/2329.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2329.png,-75.42931,40.64778,Patriot League
Villanova,222,Wildcats,Villanova,VILL,Villanova Wildcats,Villanova,https://a.espncdn.com/i/teamlogos/ncaa/500/222.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/222.png,-75.34463,40.03817,Big East Conference
Lafayette,322,Leopards,Lafayette,LAF,Lafayette Leopards,Lafayette,https://a.espncdn.com/i/teamlogos/ncaa/500/322.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/322.png,-75.2074,40.69815,Patriot League
Drexel,2182,Dragons,Drexel,DREX,Drexel Dragons,Drexel,https://a.espncdn.com/i/teamlogos/ncaa/500/2182.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2182.png,-75.19296,39.954,Colonial Athletic Association
La Salle,2325,Explorers,La Salle,LAS,La Salle Explorers,La Salle,https://a.espncdn.com/i/teamlogos/ncaa/500/2325.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2325.png,-75.15407,40.03872,Atlantic 10 Conference
Temple,218,Owls,Temple,TEM,Temple Owls,Temple,https://a.espncdn.com/i/teamlogos/ncaa/500/218.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/218.png,-75.15296,39.98095,American Athletic Conference
Rider,2520,Broncs,Rider,RID,Rider Broncs,Rider,https://a.espncdn.com/i/teamlogos/ncaa/500/2520.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2520.png,-74.73928,40.27908,Metro Atlantic Athletic Conference
Princeton,163,Tigers,Princeton,PRIN,Princeton Tigers,Princeton,https://a.espncdn.com/i/teamlogos/ncaa/500/163.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/163.png,-74.65682,40.34285,Ivy League
Rutgers,164,Scarlet Knights,Rutgers,RUTG,Rutgers Scarlet Knights,Rutgers,https://a.espncdn.com/i/teamlogos/ncaa/500/164.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/164.png,-74.40737,40.47733,Big Ten Conference
Seton Hall,2550,Pirates,Seton Hall,HALL,Seton Hall Pirates,Seton Hall,https://a.espncdn.com/i/teamlogos/ncaa/500/2550.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2550.png,-74.24737,40.7426,Big East Conference
Wagner,2681,Seahawks,Wagner,WAG,Wagner Seahawks,Wagner,https://a.espncdn.com/i/teamlogos/ncaa/500/2681.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2681.png,-74.0775,40.62167,Northeast Conference
Army,349,Black Knights,Army,ARMY,Army Black Knights,Army,https://a.espncdn.com/i/teamlogos/ncaa/500/349.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/349.png,-74.02831,41.35352,Patriot League[v]
Fairleigh Dickinson,161,Knights,Fair. Dickinson,FDU,Fairleigh Dickinson Knights,Fair. Dickinson,https://a.espncdn.com/i/teamlogos/ncaa/500/161.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/161.png,-74.0282,40.89843,Northeast Conference
Monmouth,2405,Hawks,Monmouth,MONM,Monmouth Hawks,Monmouth,https://a.espncdn.com/i/teamlogos/ncaa/500/2405.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2405.png,-74.00653,40.27811,Metro Atlantic Athletic Conference[o]
Columbia,171,Lions,Columbia,CLMB,Columbia Lions,Columbia,https://a.espncdn.com/i/teamlogos/ncaa/500/171.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/171.png,-74.00597,40.71427,Ivy League
Colgate,2142,Raiders,Colgate,COLG,Colgate Raiders,Colgate,https://a.espncdn.com/i/teamlogos/ncaa/500/2142.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2142.png,-73.94833,40.82583,Patriot League
Marist,2368,Red Foxes,Marist,MRST,Marist Red Foxes,Marist,https://a.espncdn.com/i/teamlogos/ncaa/500/2368.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2368.png,-73.9343,41.72204,Metro Atlantic Athletic Conference[c]
Manhattan,2363,Jaspers,Manhattan,MAN,Manhattan Jaspers,Manhattan,https://a.espncdn.com/i/teamlogos/ncaa/500/2363.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2363.png,-73.90278,40.90361,Metro Atlantic Athletic Conference
NJIT,2885,Highlanders,NJIT,NJIT,NJIT Highlanders,NJIT,https://a.espncdn.com/i/teamlogos/ncaa/500/2885.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2885.png,-73.87989,40.77331,America East Conference
Saint Peter's,2612,Peacocks,Saint Peter's,SPU,Saint Peter's Peacocks,Saint Peter's,https://a.espncdn.com/i/teamlogos/ncaa/500/2612.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2612.png,-73.87989,40.77331,Metro Atlantic Athletic Conference
Fordham,2230,Rams,Fordham,FOR,Fordham Rams,Fordham,https://a.espncdn.com/i/teamlogos/ncaa/500/2230.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2230.png,-73.87833,40.85139,Atlantic 10 Conference[h]
St. John's,2599,Red Storm,St. John's,SJU,St. John's Red Storm,St. John's,https://a.espncdn.com/i/teamlogos/ncaa/500/2599.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2599.png,-73.79513,40.72205,Big East Conference
Iona,314,Gaels,Iona,IONA,Iona Gaels,Iona,https://a.espncdn.com/i/teamlogos/ncaa/500/314.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/314.png,-73.78708,40.92593,Metro Atlantic Athletic Conference
Albany,399,Great Danes,Albany,ALB,Albany Great Danes,Albany,https://a.espncdn.com/i/teamlogos/ncaa/500/399.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/399.png,-73.75623,42.65258,America East Conference
Winthrop,2737,Eagles,Winthrop,WIN,Winthrop Eagles,Winthrop,https://a.espncdn.com/i/teamlogos/ncaa/500/2737.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2737.png,-73.64372,40.7412,Big South Conference
Hofstra,2275,Pride,Hofstra,HOF,Hofstra Pride,Hofstra,https://a.espncdn.com/i/teamlogos/ncaa/500/2275.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2275.png,-73.60271,40.71386,Colonial Athletic Association
Fairfield,2217,Stags,Fairfield,FAIR,Fairfield Stags,Fairfield,https://a.espncdn.com/i/teamlogos/ncaa/500/2217.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2217.png,-73.29595,41.20093,Metro Atlantic Athletic Conference
Sacred Heart,2529,Pioneers,Sacred Heart,SHU,Sacred Heart Pioneers,Sacred Heart,https://a.espncdn.com/i/teamlogos/ncaa/500/2529.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2529.png,-73.29595,41.20093,Northeast Conference
Vermont,261,Catamounts,Vermont,UVM,Vermont Catamounts,Vermont,https://a.espncdn.com/i/teamlogos/ncaa/500/261.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/261.png,-73.2229,44.4844,America East Conference
Stony Brook,2619,Seawolves,Stony Brook,STBK,Stony Brook Seawolves,Stony Brook,https://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2619.png,-73.12455,40.91732,America East Conference
Yale,43,Bulldogs,Yale,YALE,Yale Bulldogs,Yale,https://a.espncdn.com/i/teamlogos/ncaa/500/43.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/43.png,-72.94649,41.3326,Ivy League
Central Connecticut,2115,Blue Devils,Cent Conn St,CCSU,Central Connecticut Blue Devils,Cent Conn St,https://a.espncdn.com/i/teamlogos/ncaa/500/2115.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2115.png,-72.7867,41.66125,Northeast Conference
Hartford,42,Hawks,Hartford,HART,Hartford Hawks,Hartford,https://a.espncdn.com/i/teamlogos/ncaa/500/42.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/42.png,-72.71509,41.79566,America East Conference[i]
UMass,113,Minutemen,UMass,MASS,UMass Minutemen,UMass,https://a.espncdn.com/i/teamlogos/ncaa/500/113.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/113.png,-72.51852,42.36723,Atlantic 10 Conference[n]
Dartmouth,159,Big Green,Dartmouth,DART,Dartmouth Big Green,Dartmouth,https://a.espncdn.com/i/teamlogos/ncaa/500/159.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/159.png,-72.28641,43.70035,Ivy League
UConn,41,Huskies,UConn,CONN,UConn Huskies,UConn,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/41.png,-72.25369,41.80926,Big East Conference
Holy Cross,107,Crusaders,Holy Cross,HC,Holy Cross Crusaders,Holy Cross,https://a.espncdn.com/i/teamlogos/ncaa/500/107.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/107.png,-71.7677,42.27307,Patriot League
Rhode Island,227,Rams,Rhode Island,URI,Rhode Island Rams,Rhode Island,https://a.espncdn.com/i/teamlogos/ncaa/500/227.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/227.png,-71.54812,41.48621,Atlantic 10 Conference
Bryant,2803,Bulldogs,Bryant,BRY,Bryant Bulldogs,Bryant,https://a.espncdn.com/i/teamlogos/ncaa/500/2803.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2803.png,-71.53867,41.9201,Northeast Conference
Brown,225,Bears,Brown,BRWN,Brown Bears,Brown,https://a.espncdn.com/i/teamlogos/ncaa/500/225.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/225.png,-71.49978,41.75038,Ivy League
Providence,2507,Friars,Providence,PROV,Providence Friars,Providence,https://a.espncdn.com/i/teamlogos/ncaa/500/2507.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2507.png,-71.49978,41.75038,Big East Conference
New Hampshire,160,Wildcats,New Hampshire,UNH,New Hampshire Wildcats,New Hampshire,https://a.espncdn.com/i/teamlogos/ncaa/500/160.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/160.png,-71.49868,43.03981,America East Conference
UMass Lowell,2349,River Hawks,UMass Lowell,UML,UMass Lowell River Hawks,UMass Lowell,https://a.espncdn.com/i/teamlogos/ncaa/500/2349.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2349.png,-71.32589,42.6537,America East Conference
Harvard,108,Crimson,Harvard,HARV,Harvard Crimson,Harvard,https://a.espncdn.com/i/teamlogos/ncaa/500/108.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/108.png,-71.11666,42.377,Ivy League
Boston University,104,Terriers,Boston U,BU,Boston University Terriers,Boston U,https://a.espncdn.com/i/teamlogos/ncaa/500/104.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/104.png,-71.03838,42.31343,Patriot League
Northeastern,111,Huskies,Northeastern,NE,Northeastern Huskies,Northeastern,https://a.espncdn.com/i/teamlogos/ncaa/500/111.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/111.png,-71.03838,42.31343,Colonial Athletic Association
Boston College,103,Eagles,Boston College,BC,Boston College Eagles,Boston College,https://a.espncdn.com/i/teamlogos/ncaa/500/103.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/103.png,-70.82005,42.58898,Atlantic Coast Conference
Maine,311,Black Bears,Maine,ME,Maine Black Bears,Maine,https://a.espncdn.com/i/teamlogos/ncaa/500/311.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/311.png,-68.67253,44.8984,America East Conference
Merrimack,2771,Warriors,Merrimack,MRMK,Merrimack Warriors,Merrimack,https://a.espncdn.com/i/teamlogos/ncaa/500/2771.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2771.png,-71.1226,42.6677,Northeast Conference
Detroit Mercy,2174,Titans,Detroit Mercy,DET,Detroit Mercy Titans,Detroit Mercy,https://a.espncdn.com/i/teamlogos/ncaa/500/2174.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2174.png,-83.1379,42.4141,Horizon League
Illinois,356,Fighting Illini,Illinois,ILL,Illinois Fighting Illini,Illinois,https://a.espncdn.com/i/teamlogos/ncaa/500/356.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/356.png,-88.2272,40.102,Big Ten Conference
Mount St. Mary's,116,Mountaineers,Mt. St. Mary's,MSM,Mount St. Mary's Mountaineers,Mt. St. Mary's,https://a.espncdn.com/i/teamlogos/ncaa/500/116.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/116.png,-77.3487,39.68,Northeast Conference
Dixie State,3101,Trailblazers,Dixie State,DXST,Dixie State Trailblazers,Dixie State,https://a.espncdn.com/i/teamlogos/ncaa/500/3101.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/3101.png,-113.5652,37.1032,Western Athletic Conference
North Carolina,153,Tar Heels,North Carolina,UNC,North Carolina Tar Heels,North Carolina,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/153.png,-79.0469,35.9049,Atlantic Coast Conference
Gardner-Webb,2241,Bulldogs,Gardner-Webb,GWEB,Gardner-Webb Bulldogs,Gardner-Webb,https://a.espncdn.com/i/teamlogos/ncaa/500/2241.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2241.png,-81.6707,35.2475,Big South Conference
North Alabama,2453,Lions,North Alabama,UNA,North Alabama Lions,North Alabama,https://a.espncdn.com/i/teamlogos/ncaa/500/2453.png,https://a.espncdn.com/i/teamlogos/ncaa/500/2453.png,-87.6813,34.8075,ASUN Conference
California Baptist,2856,Lancers,Cal Baptist,CBU,California Baptist Lancers,Cal Baptist,https://a.espncdn.com/i/teamlogos/ncaa/500/2856.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2856.png,-117.4259,33.9289,Western Athletic Conference
Prairie View A&M,2504,Panthers,Prairie View,PV,Prairie View A&M Panthers,Prairie View,https://a.espncdn.com/i/teamlogos/ncaa/500/2504.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2504.png,-95.9899,30.0939,Southwestern Athletic Conference
Quinnipiac,2514,Bobcats,Quinnipiac,QUIN,Quinnipiac Bobcats,Quinnipiac,https://a.espncdn.com/i/teamlogos/ncaa/500/2514.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2514.png,-72.8936,41.4189,Metro Atlantic Athletic Conference
Robert Morris,2523,Colonials,Robert Morris,RMU,Robert Morris Colonials,Robert Morris,https://a.espncdn.com/i/teamlogos/ncaa/500/2523.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2523.png,-80.2119,40.5216,Horizon League[o]
Saint Joseph's,2603,Hawks,Saint Joseph's,JOES,Saint Joseph's Hawks,Saint Joseph's,https://a.espncdn.com/i/teamlogos/ncaa/500/2603.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2603.png,-75.2399,39.9951,Atlantic 10 Conference
SIU Edwardsville,2565,Cougars,SIUE,SIUE,SIU Edwardsville Cougars,SIUE,https://a.espncdn.com/i/teamlogos/ncaa/500/2565.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2565.png,-89.9961,38.7931,Ohio Valley Conference
Southern Illinois,79,Salukis,So Illinois,SIU,Southern Illinois Salukis,So Illinois,https://a.espncdn.com/i/teamlogos/ncaa/500/79.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/79.png,-89.223,37.708,Missouri Valley Conference[k]
Tarleton,2627,Texans,Tarleton,TAR,Tarleton Texans,Tarleton,https://a.espncdn.com/i/teamlogos/ncaa/500/2627.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/2627.png,-98.2151,32.215,Western Athletic Conference
UC San Diego,28,Tritons,UC San Diego,UCSD,UC San Diego Tritons,UC San Diego,https://a.espncdn.com/i/teamlogos/ncaa/500/28.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/28.png,-117.234,32.8801,Big West Conference
UT Rio Grande Valley,292,Vaqueros,UT Rio Grande,UTRGV,UT Rio Grande Valley Vaqueros,UT Rio Grande,https://a.espncdn.com/i/teamlogos/ncaa/500/292.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/292.png,-98.174,26.3082,Western Athletic Conference
Virginia Tech,259,Hokies,Virginia Tech,VT,Virginia Tech Hokies,Virginia Tech,https://a.espncdn.com/i/teamlogos/ncaa/500/259.png,https://a.espncdn.com/i/teamlogos/ncaa/500-dark/259.png,-80.4234,37.2284,Atlantic Coast Conference
