NAME,GEOID,variable,estimate
"Lake County, Indiana",18089,DENSITY,973.34320163
"Noble County, Indiana",18113,DENSITY,116.20954268
"Adams County, Indiana",18001,DENSITY,105.55976829
"Fayette County, Indiana",18041,DENSITY,107.44071773
"Hendricks County, Indiana",18063,DENSITY,418.56402865
"Dubois County, Indiana",18037,DENSITY,100.02217785
"Grant County, Indiana",18053,DENSITY,158.82833351
"Hancock County, Indiana",18059,DENSITY,255.48719537
"Howard County, Indiana",18067,DENSITY,281.64884456
"Ohio County, Indiana",18115,DENSITY,68.195205289
"Parke County, Indiana",18121,DENSITY,38.084544724
"Whitley County, Indiana",18183,DENSITY,101.20933212
"Benton County, Indiana",18007,DENSITY,21.524663329
"Clinton County, Indiana",18023,DENSITY,79.984257434
"Putnam County, Indiana",18133,DENSITY,78.195799548
"Washington County, Indiana",18175,DENSITY,54.577519984
"Dearborn County, Indiana",18029,DENSITY,162.11122311
"Henry County, Indiana",18065,DENSITY,122.4151072
"Lawrence County, Indiana",18093,DENSITY,101.00659482
"Madison County, Indiana",18095,DENSITY,286.70778078
"Pike County, Indiana",18125,DENSITY,37.059264584
"Posey County, Indiana",18129,DENSITY,62.112735767
"Steuben County, Indiana",18151,DENSITY,112.03546637
"Vermillion County, Indiana",18165,DENSITY,60.335370079
"Miami County, Kansas",20121,DENSITY,59.451750032
"Republic County, Kansas",20157,DENSITY,6.4624296629
"Graham County, Kansas",20065,DENSITY,2.7622990886
"Douglas County, Kansas",20045,DENSITY,268.25026837
"Gray County, Kansas",20069,DENSITY,6.8917304517
"Chase County, Kansas",20017,DENSITY,3.4253773615
"Hancock County, Kentucky",21091,DENSITY,46.474390558
"Bath County, Kentucky",21011,DENSITY,44.835455746
"Barren County, Kentucky",21009,DENSITY,90.751511828
"Boyle County, Kentucky",21021,DENSITY,166.6759846
"Harlan County, Kentucky",21095,DENSITY,55.83572673
"Hardin County, Kentucky",21093,DENSITY,177.98942936
"McLean County, Kentucky",21149,DENSITY,36.459517574
"Monroe County, Kentucky",21171,DENSITY,32.328524401
"Powell County, Kentucky",21197,DENSITY,69.051991481
"Union County, Kentucky",21225,DENSITY,41.944729182
"Caldwell County, Kentucky",21033,DENSITY,36.970326972
"Calloway County, Kentucky",21035,DENSITY,101.29328541
"Hinsdale County, Colorado",08053,DENSITY,0.7339575399
"Grand County, Colorado",08049,DENSITY,8.5212337515
"Livingston County, Michigan",26093,DENSITY,339.66252777
"Iosco County, Michigan",26069,DENSITY,45.759969596
"Lake County, Michigan",26085,DENSITY,20.882984645
"Manistee County, Michigan",26101,DENSITY,45.282773084
"Montmorency County, Michigan",26119,DENSITY,17.063162454
"Presque Isle County, Michigan",26141,DENSITY,19.115942156
"Gladwin County, Michigan",26051,DENSITY,50.716810984
"Kalamazoo County, Michigan",26077,DENSITY,471.66376213
"Mecosta County, Michigan",26107,DENSITY,78.275742221
"Marquette County, Michigan",26103,DENSITY,36.869719957
"Newaygo County, Michigan",26123,DENSITY,58.386910952
"Osceola County, Michigan",26133,DENSITY,41.427818302
"Otsego County, Michigan",26137,DENSITY,47.898433306
"Calhoun County, Michigan",26025,DENSITY,189.95680754
"Cheboygan County, Michigan",26031,DENSITY,35.337490386
"Luce County, Michigan",26095,DENSITY,6.9282314995
"Kent County, Michigan",26081,DENSITY,773.91239313
"Macomb County, Michigan",26099,DENSITY,1823.920056
"Saginaw County, Michigan",26145,DENSITY,237.96434236
"Baraga County, Michigan",26013,DENSITY,9.1370837718
"Bay County, Michigan",26017,DENSITY,233.18956032
"Eaton County, Michigan",26045,DENSITY,191.70294512
"Delta County, Michigan",26041,DENSITY,30.555858501
"Emmet County, Michigan",26047,DENSITY,71.472800946
"Koochiching County, Minnesota",27071,DENSITY,3.9388267141
"Morrison County, Minnesota",27097,DENSITY,29.673957249
"Rice County, Minnesota",27131,DENSITY,135.06823581
"Steele County, Minnesota",27147,DENSITY,85.300632675
"Red Lake County, Minnesota",27125,DENSITY,9.3777358222
"Aitkin County, Minnesota",27001,DENSITY,8.7199594104
"Faribault County, Minnesota",27043,DENSITY,19.162700747
"Murray County, Minnesota",27101,DENSITY,11.628222942
"Kandiyohi County, Minnesota",27067,DENSITY,54.176025838
"Lake County, Minnesota",27075,DENSITY,5.0448831546
"Rock County, Minnesota",27133,DENSITY,19.307375141
"Sibley County, Minnesota",27143,DENSITY,25.244790028
"Traverse County, Minnesota",27155,DENSITY,5.6789691015
"Becker County, Minnesota",27005,DENSITY,26.175510045
"Hennepin County, Minnesota",27053,DENSITY,2285.5562907
"Brown County, Minnesota",27015,DENSITY,40.922298487
"Chippewa County, Minnesota",27023,DENSITY,20.303369878
"Clearwater County, Minnesota",27029,DENSITY,8.8283642409
"Hubbard County, Minnesota",27057,DENSITY,23.208260523
"Isanti County, Minnesota",27059,DENSITY,93.165624485
"King County, Texas",48269,DENSITY,0.2986147935
"Cherokee County, Texas",48073,DENSITY,49.998321227
"Delta County, Texas",48119,DENSITY,20.756749454
"Jones County, Texas",48253,DENSITY,21.627863961
"Jim Wells County, Texas",48249,DENSITY,46.790818631
"Dallam County, Texas",48111,DENSITY,4.8478760867
"Fort Bend County, Texas",48157,DENSITY,941.89227299
"Irion County, Texas",48235,DENSITY,1.4607093906
"Willacy County, Texas",48489,DENSITY,36.163100451
"Dawson County, Texas",48115,DENSITY,14.137416564
"Burleson County, Texas",48051,DENSITY,27.98492027
"Las Piedras Municipio, Puerto Rico",72085,DENSITY,NA
"Vega Baja Municipio, Puerto Rico",72145,DENSITY,NA
"Guayanilla Municipio, Puerto Rico",72059,DENSITY,NA
"Sabana Grande Municipio, Puerto Rico",72121,DENSITY,NA
"Hormigueros Municipio, Puerto Rico",72067,DENSITY,NA
"Utuado Municipio, Puerto Rico",72141,DENSITY,NA
"Florida Municipio, Puerto Rico",72054,DENSITY,NA
"Moca Municipio, Puerto Rico",72099,DENSITY,NA
"Salinas Municipio, Puerto Rico",72123,DENSITY,NA
"Henderson County, Tennessee",47077,DENSITY,54.070230938
"Jefferson County, Tennessee",47089,DENSITY,198.11124463
"Sequatchie County, Tennessee",47153,DENSITY,56.520385722
"Carroll County, Tennessee",47017,DENSITY,46.459712983
"Davidson County, Tennessee",47037,DENSITY,1378.7692334
"Perry County, Tennessee",47135,DENSITY,19.471410669
"Meigs County, Tennessee",47121,DENSITY,63.658447919
"Haywood County, Tennessee",47075,DENSITY,32.458755597
"Montgomery County, Tennessee",47125,DENSITY,387.62353335
"Grundy County, Tennessee",47061,DENSITY,37.251271703
"Cocke County, Tennessee",47029,DENSITY,82.552409907
"DeKalb County, Tennessee",47041,DENSITY,67.309450223
"Lewis County, Tennessee",47101,DENSITY,43.48936748
"Obion County, Tennessee",47131,DENSITY,55.187923342
"Tipton County, Tennessee",47167,DENSITY,134.3756967
"Dyer County, Tennessee",47045,DENSITY,72.526396216
"Hamilton County, Tennessee",47065,DENSITY,678.14667411
"Oneida County, Idaho",16071,DENSITY,3.779136259
"Cassia County, Idaho",16031,DENSITY,9.3661953988
"Lincoln County, Idaho",16063,DENSITY,4.4665908139
"Adams County, Idaho",16003,DENSITY,3.1508540036
"Franklin County, Idaho",16041,DENSITY,20.928511828
"Jerome County, Idaho",16053,DENSITY,40.858854222
"Kootenai County, Idaho",16055,DENSITY,133.8663393
"Minidoka County, Idaho",16067,DENSITY,27.792751447
"Owyhee County, Idaho",16073,DENSITY,1.5418208549
"Blaine County, Idaho",16013,DENSITY,8.7275555573
"Boundary County, Idaho",16021,DENSITY,9.65177045
"Butte County, Idaho",16023,DENSITY,1.1611962075
"Gooding County, Idaho",16047,DENSITY,20.812506505
"Ada County, Idaho",16001,DENSITY,457.77677936
"Bear Lake County, Idaho",16007,DENSITY,6.2773658062
"Bonneville County, Idaho",16019,DENSITY,63.806604204
"Camas County, Idaho",16025,DENSITY,1.029570572
"Clearwater County, Idaho",16035,DENSITY,3.5632406956
"Jefferson County, Idaho",16051,DENSITY,27.312384314
"Lemhi County, Idaho",16059,DENSITY,1.7588825118
"Macon County, North Carolina",37113,DENSITY,69.548935776
"McDowell County, North Carolina",37111,DENSITY,104.00162297
"Franklin County, North Carolina",37069,DENSITY,141.69366231
"Jones County, North Carolina",37103,DENSITY,19.982272598
"Brunswick County, North Carolina",37019,DENSITY,168.18324189
"Transylvania County, North Carolina",37175,DENSITY,90.880676848
"Beaufort County, North Carolina",37013,DENSITY,56.476894512
"Columbus County, North Carolina",37047,DENSITY,59.169334048
"Lincoln County, North Carolina",37109,DENSITY,291.06950124
"Montgomery County, North Carolina",37123,DENSITY,55.281668343
"Orange County, North Carolina",37135,DENSITY,373.46914676
"Richmond County, North Carolina",37153,DENSITY,94.637987543
"Sampson County, North Carolina",37163,DENSITY,67.178650753
"Surry County, North Carolina",37171,DENSITY,134.49000846
"Avery County, North Carolina",37011,DENSITY,70.983871115
"Buncombe County, North Carolina",37021,DENSITY,397.85567395
"Cabarrus County, North Carolina",37025,DENSITY,599.16695849
"Caswell County, North Carolina",37033,DENSITY,53.140025642
"Davie County, North Carolina",37059,DENSITY,162.48352625
"Davidson County, North Carolina",37057,DENSITY,302.99227737
"Duplin County, North Carolina",37061,DENSITY,72.096173339
"Durham County, North Carolina",37063,DENSITY,1122.1784671999999
"Hertford County, North Carolina",37091,DENSITY,67.042594974
"Lee County, North Carolina",37105,DENSITY,242.21173834
"New Hanover County, North Carolina",37129,DENSITY,1219.6196066
"Pender County, North Carolina",37141,DENSITY,72.374972057
"Wayne County, North Carolina",37191,DENSITY,222.29064897
"Scotland County, North Carolina",37165,DENSITY,109.114949
"Watauga County, North Carolina",37189,DENSITY,179.80064953
"Halifax County, North Carolina",37083,DENSITY,69.099584032
"Alamance County, North Carolina",37001,DENSITY,400.30913458
"Tyrrell County, North Carolina",37177,DENSITY,10.276999845
"Stark County, North Dakota",38089,DENSITY,23.588801262
"Wells County, North Dakota",38103,DENSITY,3.0176315294
"Burke County, North Dakota",38013,DENSITY,1.9165435738
"Mountrail County, North Dakota",38061,DENSITY,5.7772635601
"Williams County, North Dakota",38105,DENSITY,18.092542376
"Billings County, North Dakota",38007,DENSITY,0.8080185878
"Kidder County, North Dakota",38043,DENSITY,1.8355932571
"Cavalier County, North Dakota",38019,DENSITY,2.526436758
"Grant County, North Dakota",38037,DENSITY,1.3705126727
"McHenry County, North Dakota",38049,DENSITY,3.0657294702
"Steele County, North Dakota",38091,DENSITY,2.6539618012
"Benson County, North Dakota",38005,DENSITY,4.9202224485
"LaMoure County, North Dakota",38045,DENSITY,3.5305251505
"Morton County, North Dakota",38059,DENSITY,16.285476694
"Dunn County, North Dakota",38025,DENSITY,2.2026478757
"McIntosh County, North Dakota",38051,DENSITY,2.5621736828
"Nelson County, North Dakota",38063,DENSITY,2.9323241254
"Rolette County, North Dakota",38079,DENSITY,15.700671564
"Walsh County, North Dakota",38099,DENSITY,8.3028581594
"Bottineau County, North Dakota",38009,DENSITY,3.7653365145
"Barnes County, North Dakota",38003,DENSITY,6.9826302577
"Grand Forks County, North Dakota",38035,DENSITY,48.35661488
"McKenzie County, North Dakota",38053,DENSITY,5.4432148968
"McLean County, North Dakota",38055,DENSITY,4.4781226172
"Pierce County, North Dakota",38069,DENSITY,3.9036233971
"Clinton County, New York",36019,DENSITY,77.556663383
"Seneca County, New York",36099,DENSITY,105.08188284
"Putnam County, New York",36079,DENSITY,426.87222133
"Herkimer County, New York",36043,DENSITY,43.441185009
"Ontario County, New York",36069,DENSITY,170.44802449
"Steuben County, New York",36101,DENSITY,68.590607713
"Hamilton County, New York",36041,DENSITY,2.5713611478
"Chautauqua County, New York",36013,DENSITY,119.69102866
"Kings County, New York",36047,DENSITY,36901.373131
"Tioga County, New York",36107,DENSITY,92.9464711
"Orleans County, New York",36073,DENSITY,103.132638
"Saratoga County, New York",36091,DENSITY,283.78298772
"Columbia County, New York",36021,DENSITY,93.689022044
"Lewis County, New York",36049,DENSITY,20.6301086
"Westchester County, New York",36119,DENSITY,2246.9377106
"Delaware County, New York",36025,DENSITY,30.597824625
"Montgomery County, New York",36057,DENSITY,122.10117072
"Richmond County, New York",36085,DENSITY,8277.8254914
"St. Lawrence County, New York",36089,DENSITY,40.208969052
"Tompkins County, New York",36109,DENSITY,215.27841332
"Warren County, New York",36113,DENSITY,73.734692899
"Cortland County, New York",36023,DENSITY,95.396124759
"Dutchess County, New York",36027,DENSITY,369.78375908
"Monroe County, New York",36055,DENSITY,1129.2528105
"Oneida County, New York",36065,DENSITY,188.62097719
"Ulster County, New York",36111,DENSITY,157.94992078
"Chemung County, New York",36015,DENSITY,204.87412967
"Livingston County, New York",36051,DENSITY,99.585045201
"Otsego County, New York",36077,DENSITY,59.389832161
"Greene County, New York",36039,DENSITY,72.915339799
"Albany County, New York",36001,DENSITY,584.33256541
"Allegany County, New York",36003,DENSITY,44.77637219
"Cattaraugus County, New York",36009,DENSITY,58.181057809
"Madison County, New York",36053,DENSITY,108.33200053
"Schenectady County, New York",36093,DENSITY,759.10726707
"Genesee County, New York",36037,DENSITY,116.20104734
"Yates County, New York",36123,DENSITY,73.674655804
"Greene County, North Carolina",37079,DENSITY,78.988600799
"Mitchell County, North Carolina",37121,DENSITY,67.633735428
"Chowan County, North Carolina",37041,DENSITY,80.755419153
"Jasper County, Texas",48241,DENSITY,37.850964854
"Jefferson County, Texas",48245,DENSITY,287.05274407
"Kinney County, Texas",48271,DENSITY,2.6962148766
"Oldham County, Texas",48359,DENSITY,1.4075090488
"Lamb County, Texas",48279,DENSITY,12.687695533
"Lipscomb County, Texas",48295,DENSITY,3.468088415
"McCulloch County, Texas",48307,DENSITY,7.4924861882
"Mason County, Texas",48319,DENSITY,4.6014581538
"Dickens County, Texas",48125,DENSITY,2.4519694288
"Lee County, Texas",48287,DENSITY,27.406054534
"Tarrant County, Texas",48439,DENSITY,2434.4302532
"Anderson County, Texas",48001,DENSITY,54.332129287
"Ellis County, Texas",48139,DENSITY,197.53540232
"Jackson County, Texas",48239,DENSITY,17.795080504
"Kerr County, Texas",48265,DENSITY,47.673994342
"Milam County, Texas",48331,DENSITY,24.409933651
"Comanche County, Texas",48093,DENSITY,14.540076693
"Falls County, Texas",48145,DENSITY,22.596724105
"Brooks County, Texas",48047,DENSITY,7.5189120099
"Kleberg County, Texas",48273,DENSITY,34.811964901
"Cooke County, Texas",48097,DENSITY,47.160623334
"Crosby County, Texas",48107,DENSITY,6.3730385172
"Fisher County, Texas",48151,DENSITY,4.260521797
"Duval County, Texas",48131,DENSITY,6.2208760739
"Blanco County, Texas",48031,DENSITY,16.821952593
"Maunabo Municipio, Puerto Rico",72095,DENSITY,NA
"Ponce Municipio, Puerto Rico",72113,DENSITY,NA
"Toa Alta Municipio, Puerto Rico",72135,DENSITY,NA
"Toa Baja Municipio, Puerto Rico",72137,DENSITY,NA
"Vieques Municipio, Puerto Rico",72147,DENSITY,NA
"Yabucoa Municipio, Puerto Rico",72151,DENSITY,NA
"Aguada Municipio, Puerto Rico",72003,DENSITY,NA
"Caguas Municipio, Puerto Rico",72025,DENSITY,NA
"Cidra Municipio, Puerto Rico",72041,DENSITY,NA
"Coamo Municipio, Puerto Rico",72043,DENSITY,NA
"Dorado Municipio, Puerto Rico",72051,DENSITY,NA
"Luquillo Municipio, Puerto Rico",72089,DENSITY,NA
"Barranquitas Municipio, Puerto Rico",72019,DENSITY,NA
"Orocovis Municipio, Puerto Rico",72107,DENSITY,NA
"San Lorenzo Municipio, Puerto Rico",72129,DENSITY,NA
"Ceiba Municipio, Puerto Rico",72037,DENSITY,NA
"Ciales Municipio, Puerto Rico",72039,DENSITY,NA
"Isabela Municipio, Puerto Rico",72071,DENSITY,NA
"Jayuya Municipio, Puerto Rico",72073,DENSITY,NA
"Lares Municipio, Puerto Rico",72081,DENSITY,NA
"San Juan Municipio, Puerto Rico",72127,DENSITY,NA
"Vega Alta Municipio, Puerto Rico",72143,DENSITY,NA
"Maricao Municipio, Puerto Rico",72093,DENSITY,NA
"Albany County, Wyoming",56001,DENSITY,9.0961689364
"Carbon County, Wyoming",56007,DENSITY,1.8739388557
"Goshen County, Wyoming",56015,DENSITY,5.9358922451
"Uinta County, Wyoming",56041,DENSITY,9.7160005674
"Washakie County, Wyoming",56043,DENSITY,3.4864388683
"Hot Springs County, Wyoming",56017,DENSITY,2.2016243943
"Fremont County, Wyoming",56013,DENSITY,4.2751253555
"Sublette County, Wyoming",56035,DENSITY,2.0118769607
"Weston County, Wyoming",56045,DENSITY,2.8886512178
"Aibonito Municipio, Puerto Rico",72009,DENSITY,NA
"Juncos Municipio, Puerto Rico",72077,DENSITY,NA
"Lajas Municipio, Puerto Rico",72079,DENSITY,NA
"Adjuntas Municipio, Puerto Rico",72001,DENSITY,NA
"Camuy Municipio, Puerto Rico",72027,DENSITY,NA
"Naguabo Municipio, Puerto Rico",72103,DENSITY,NA
"Naranjito Municipio, Puerto Rico",72105,DENSITY,NA
"Arecibo Municipio, Puerto Rico",72013,DENSITY,NA
"Arroyo Municipio, Puerto Rico",72015,DENSITY,NA
"Quebradillas Municipio, Puerto Rico",72115,DENSITY,NA
"Guayama Municipio, Puerto Rico",72057,DENSITY,NA
"Culebra Municipio, Puerto Rico",72049,DENSITY,NA
"Gurabo Municipio, Puerto Rico",72063,DENSITY,NA
"Barceloneta Municipio, Puerto Rico",72017,DENSITY,NA
"Yauco Municipio, Puerto Rico",72153,DENSITY,NA
"Aguadilla Municipio, Puerto Rico",72005,DENSITY,NA
"Cabo Rojo Municipio, Puerto Rico",72023,DENSITY,NA
"Patillas Municipio, Puerto Rico",72109,DENSITY,NA
"Villalba Municipio, Puerto Rico",72149,DENSITY,NA
"Carolina Municipio, Puerto Rico",72031,DENSITY,NA
"Cayey Municipio, Puerto Rico",72035,DENSITY,NA
"Humacao Municipio, Puerto Rico",72069,DENSITY,NA
"Morovis Municipio, Puerto Rico",72101,DENSITY,NA
"Trujillo Alto Municipio, Puerto Rico",72139,DENSITY,NA
"Manatí Municipio, Puerto Rico",72091,DENSITY,NA
"Peñuelas Municipio, Puerto Rico",72111,DENSITY,NA
"Rincón Municipio, Puerto Rico",72117,DENSITY,NA
"San Germán Municipio, Puerto Rico",72125,DENSITY,NA
"San Sebastián Municipio, Puerto Rico",72131,DENSITY,NA
"Bayamón Municipio, Puerto Rico",72021,DENSITY,NA
"Canóvanas Municipio, Puerto Rico",72029,DENSITY,NA
"Comerío Municipio, Puerto Rico",72045,DENSITY,NA
"Juana Díaz Municipio, Puerto Rico",72075,DENSITY,NA
"Las Marías Municipio, Puerto Rico",72083,DENSITY,NA
"Corozal Municipio, Puerto Rico",72047,DENSITY,NA
"Franklin County, Pennsylvania",42055,DENSITY,200.73439178
"Union County, Pennsylvania",42119,DENSITY,142.18097912
"Logan County, North Dakota",38047,DENSITY,1.8637942708
"Renville County, North Dakota",38075,DENSITY,2.652564885
"Bowman County, North Dakota",38011,DENSITY,2.6028380851
"Burleigh County, North Dakota",38015,DENSITY,58.569438582
"Oliver County, North Dakota",38065,DENSITY,2.7117793628
"Stutsman County, North Dakota",38093,DENSITY,9.3181363293
"Ramsey County, North Dakota",38071,DENSITY,9.717556674
"Foster County, North Dakota",38031,DENSITY,5.062455206
"Griggs County, North Dakota",38039,DENSITY,3.1482178371
"Sheridan County, North Dakota",38083,DENSITY,1.352566361
"Slope County, North Dakota",38087,DENSITY,0.6171496478
"Union County, Ohio",39159,DENSITY,136.63334929
"Pike County, Ohio",39131,DENSITY,63.07778965
"Paulding County, Ohio",39125,DENSITY,44.837747104
"Hamilton County, Ohio",39061,DENSITY,2016.4246124
"Franklin County, Ohio",39049,DENSITY,2473.1942743
"Marion County, Ohio",39101,DENSITY,161.19786926
"Tuscarawas County, Ohio",39157,DENSITY,162.11111658
"Wayne County, Ohio",39169,DENSITY,208.55959709
"Brown County, Ohio",39015,DENSITY,88.633628207
"Butler County, Ohio",39017,DENSITY,821.24422469
"Pontotoc County, Oklahoma",40123,DENSITY,53.142457435
"Roger Mills County, Oklahoma",40129,DENSITY,3.1398806075
"Woodward County, Oklahoma",40153,DENSITY,16.262656195
"Cherokee County, Oklahoma",40021,DENSITY,64.962516427
"Delaware County, Oklahoma",40041,DENSITY,58.275503266
"Ellis County, Oklahoma",40045,DENSITY,3.1336357096
"Grady County, Oklahoma",40051,DENSITY,50.733254135
"Payne County, Oklahoma",40119,DENSITY,119.40993544
"Pottawatomie County, Oklahoma",40125,DENSITY,92.146201127
"Creek County, Oklahoma",40037,DENSITY,75.29799072
"Tillman County, Oklahoma",40141,DENSITY,8.3224841809
"Washita County, Oklahoma",40149,DENSITY,10.882379619
"Cotton County, Oklahoma",40033,DENSITY,8.9562140134
"Kiowa County, Oklahoma",40075,DENSITY,8.5786509619
"Le Flore County, Oklahoma",40079,DENSITY,31.369947281
"McCurtain County, Oklahoma",40089,DENSITY,17.738738661
"Major County, Oklahoma",40093,DENSITY,7.9884816819
"Mayes County, Oklahoma",40097,DENSITY,62.711975408
"Oklahoma County, Oklahoma",40109,DENSITY,1124.9568909
"Custer County, Oklahoma",40039,DENSITY,29.332133511
"Love County, Oklahoma",40085,DENSITY,19.950901733
"Beckham County, Oklahoma",40009,DENSITY,24.242545326
"Choctaw County, Oklahoma",40023,DENSITY,19.046911192
"Jackson County, Oklahoma",40065,DENSITY,30.561168181
"Lincoln County, Oklahoma",40081,DENSITY,36.621214706
"Pawnee County, Oklahoma",40117,DENSITY,28.81316326
"Seminole County, Oklahoma",40133,DENSITY,38.332441103
"Cimarron County, Oklahoma",40025,DENSITY,1.1646992495
"Blaine County, Oklahoma",40011,DENSITY,10.155220818
"Coal County, Oklahoma",40029,DENSITY,10.633364459
"Grant County, Oklahoma",40053,DENSITY,4.3297962235
"Kingfisher County, Oklahoma",40073,DENSITY,17.55419481
"McClain County, Oklahoma",40087,DENSITY,70.917809271
"Marshall County, Oklahoma",40095,DENSITY,45.562258785
"Noble County, Oklahoma",40103,DENSITY,15.207974671
"Nowata County, Oklahoma",40105,DENSITY,17.807863609
"Rogers County, Oklahoma",40131,DENSITY,136.84777519
"Sequoyah County, Oklahoma",40135,DENSITY,61.72325706
"Austin County, Texas",48015,DENSITY,46.453807288
"Kenedy County, Texas",48261,DENSITY,0.2770058497
"Colorado County, Texas",48089,DENSITY,22.3818677
"San Patricio County, Texas",48409,DENSITY,96.230941374
"Randall County, Texas",48381,DENSITY,151.01212562
"San Saba County, Texas",48411,DENSITY,5.3333307745
"Schleicher County, Texas",48413,DENSITY,2.1310173264
"Zavala County, Texas",48507,DENSITY,9.1258940976
"Calhoun County, Texas",48057,DENSITY,42.005446996
"Foard County, Texas",48155,DENSITY,1.6397013696
"Goliad County, Texas",48175,DENSITY,8.988145465
"Hamilton County, Texas",48193,DENSITY,10.121847605
"Mitchell County, Texas",48335,DENSITY,9.3788807722
"Titus County, Texas",48449,DENSITY,80.652548179
"Lavaca County, Texas",48285,DENSITY,20.783549883
"Terry County, Texas",48445,DENSITY,13.879898312
"Wise County, Texas",48497,DENSITY,77.38222196
"Matagorda County, Texas",48321,DENSITY,33.528159616
"Pecos County, Texas",48371,DENSITY,3.3214837841
"Rockwall County, Texas",48397,DENSITY,825.36062823
"Taylor County, Texas",48441,DENSITY,150.76844719
"Throckmorton County, Texas",48447,DENSITY,1.6448372763
"Walker County, Texas",48471,DENSITY,93.048938054
"Wood County, Texas",48499,DENSITY,70.576539615
"Aransas County, Texas",48007,DENSITY,93.267957402
"Cochran County, Texas",48079,DENSITY,3.6808994862
"Coke County, Texas",48081,DENSITY,3.7152563309
"Coryell County, Texas",48099,DENSITY,72.183136949
"Hemphill County, Texas",48211,DENSITY,4.2139012929
"Moore County, Texas",48341,DENSITY,23.274474875
"Potter County, Texas",48375,DENSITY,129.25618245
"San Augustine County, Texas",48405,DENSITY,15.522268573
"Shackelford County, Texas",48417,DENSITY,3.57109341
"Starr County, Texas",48427,DENSITY,52.840176094
"Upton County, Texas",48461,DENSITY,2.9460512889
"Brown County, Texas",48049,DENSITY,40.090958632
"Hall County, Texas",48191,DENSITY,3.3548691802
"Franklin County, Texas",48159,DENSITY,37.71211127
"Frio County, Texas",48163,DENSITY,17.914411486
"Lampasas County, Texas",48281,DENSITY,30.059982974
"Orleans County, Vermont",50019,DENSITY,38.982170228
"Grand Isle County, Vermont",50013,DENSITY,88.438827029
"Chittenden County, Vermont",50007,DENSITY,305.21506861
"Lamoille County, Vermont",50015,DENSITY,55.270513776
"Franklin County, Vermont",50011,DENSITY,77.906075915
"Caledonia County, Vermont",50005,DENSITY,46.212791143
"Windham County, Vermont",50025,DENSITY,53.751162248
"Bennington County, Vermont",50003,DENSITY,52.548430542
"Addison County, Vermont",50001,DENSITY,47.991200971
"Essex County, Vermont",50009,DENSITY,9.2872322452
"Washington County, Vermont",50023,DENSITY,85.015103457
"Millard County, Utah",49027,DENSITY,1.9435561113
"Tooele County, Utah",49045,DENSITY,10.409040896
"Washington County, Utah",49053,DENSITY,73.145411344
"Kane County, Utah",49025,DENSITY,1.9764677901
"Summit County, Utah",49043,DENSITY,22.530456613
"Grand County, Utah",49019,DENSITY,2.6557803164
"Piute County, Utah",49031,DENSITY,1.9500600175
"Rich County, Utah",49033,DENSITY,2.4133815766
"Wasatch County, Utah",49051,DENSITY,28.963952129
"Wayne County, Pennsylvania",42127,DENSITY,70.784131107
"Bedford County, Pennsylvania",42009,DENSITY,47.306013177
"Monroe County, Pennsylvania",42089,DENSITY,279.9324603
"Huntingdon County, Pennsylvania",42061,DENSITY,51.613688264
"Washington County, Pennsylvania",42125,DENSITY,241.38631598
"Philadelphia County, Pennsylvania",42101,DENSITY,11796.782748
"York County, Pennsylvania",42133,DENSITY,496.54394588
"Indiana County, Pennsylvania",42063,DENSITY,101.6217853
"Cumberland County, Pennsylvania",42041,DENSITY,464.49105414
"Allegheny County, Pennsylvania",42003,DENSITY,1665.5479101
"Westmoreland County, Pennsylvania",42129,DENSITY,339.3825051
"Forest County, Pennsylvania",42053,DENSITY,16.961175813
"Blair County, Pennsylvania",42013,DENSITY,231.70158614
"Lawrence County, Pennsylvania",42073,DENSITY,239.37776967
"Bradford County, Pennsylvania",42015,DENSITY,52.573032394
"Cambria County, Pennsylvania",42021,DENSITY,189.13291868
"Chester County, Pennsylvania",42029,DENSITY,699.4921241
"Berks County, Pennsylvania",42011,DENSITY,491.78051037
"Mifflin County, Pennsylvania",42087,DENSITY,112.24554929
"Mercer County, Missouri",29129,DENSITY,7.96985334
"Wright County, Missouri",29229,DENSITY,26.825578604
"Clay County, Missouri",29047,DENSITY,628.53851175
"Dent County, Missouri",29065,DENSITY,20.687849425
"Saline County, Missouri",29195,DENSITY,30.127358442
"Worth County, Missouri",29227,DENSITY,7.5498265512
"Grundy County, Missouri",29079,DENSITY,22.628482873
"Morgan County, Missouri",29141,DENSITY,34.514395664
"Reynolds County, Missouri",29179,DENSITY,7.755320204
"St. Louis County, Missouri",29189,DENSITY,1959.2565868
"Stone County, Missouri",29209,DENSITY,68.879713742
"Barry County, Missouri",29009,DENSITY,45.996873574
"Boone County, Missouri",29019,DENSITY,263.23792216
"Cole County, Missouri",29051,DENSITY,196.00416998
"Crawford County, Missouri",29055,DENSITY,32.216496676
"Iron County, Missouri",29093,DENSITY,18.400244116
"Livingston County, Missouri",29117,DENSITY,28.60590525
"Moniteau County, Missouri",29135,DENSITY,38.869666034
"Pemiscot County, Missouri",29155,DENSITY,32.083799368
"Pettis County, Missouri",29159,DENSITY,62.060204177
"Shannon County, Missouri",29203,DENSITY,8.1349161498
"Randolph County, Missouri",29175,DENSITY,51.268681755
"Dunklin County, Missouri",29069,DENSITY,53.83678693
"Franklin County, Missouri",29071,DENSITY,112.68290408
"Howard County, Missouri",29089,DENSITY,21.563161223
